No.,名称,☆,タイプ1,タイプ2,主属性,副属性,HP,攻撃,回復,コスト,スキル,リーダースキル,覚醒数,ギガグラ,最大Lv,,最大HP,最大攻撃,最大回復,HP指数,攻撃指数,回復指数,覚醒スキル1,覚醒スキル2,覚醒スキル3,覚醒スキル4,覚醒スキル5,覚醒スキル6,覚醒スキル7,覚醒スキル8,覚醒スキル9,,
167,蒼色の鬼神面,3,進化用,,水,,20,100,1,1,なし,なし,0,,1 ,,20,100,1,1.0,1.0,1.0,,,,,,,,,,,
168,碧色の鬼神面,3,進化用,,木,,20,100,1,1,なし,なし,0,,1 ,,20,100,1,1.0,1.0,1.0,,,,,,,,,,,
169,黄金の鬼神面,3,進化用,,光,,20,100,1,1,なし,なし,0,,1 ,,20,100,1,1.0,1.0,1.0,,,,,,,,,,,
170,紫色の鬼神面,3,進化用,,闇,,20,100,1,1,なし,なし,0,,1 ,,20,100,1,1.0,1.0,1.0,,,,,,,,,,,
171,神化の紅面,5,進化用,,火,,40,200,1,1,なし,なし,0,,1 ,,40,200,1,1.0,1.0,1.0,,,,,,,,,,,
172,神化の蒼面,5,進化用,,水,,40,200,1,1,なし,なし,0,,1 ,,40,200,1,1.0,1.0,1.0,,,,,,,,,,,
173,神化の碧面,5,進化用,,木,,40,200,1,1,なし,なし,0,,1 ,,40,200,1,1.0,1.0,1.0,,,,,,,,,,,
174,神化の金面,5,進化用,,光,,40,200,1,1,なし,なし,0,,1 ,,40,200,1,1.0,1.0,1.0,,,,,,,,,,,
175,神化の黒面,5,進化用,,闇,,40,200,1,1,なし,なし,0,,1 ,,40,200,1,1.0,1.0,1.0,,,,,,,,,,,
176,メタルドラゴン,3,強化合成用,,闇,,100,20,5,1,なし,なし,0,,1 ,,100,20,5,1.0,1.0,1.0,,,,,,,,,,,
177,ハイメタルドラゴン,4,強化合成用,,闇,,250,30,10,1,なし,なし,0,,1 ,,250,30,10,1.0,1.0,1.0,,,,,,,,,,,
178,キングメタルドラゴン,5,強化合成用,,闇,,500,40,15,1,なし,なし,0,,1 ,,500,40,15,1.0,1.0,1.0,,,,,,,,,,,
179,ゴールドドラゴン,3,強化合成用,,光,,100,20,5,1,なし,なし,0,,1 ,,100,20,5,1.0,1.0,1.0,,,,,,,,,,,
180,ハイゴールドドラゴン,4,強化合成用,,光,,250,30,10,1,なし,なし,0,,1 ,,250,30,10,1.0,1.0,1.0,,,,,,,,,,,
181,キングゴールドドラゴン,5,強化合成用,,光,,500,40,15,1,なし,なし,0,,1 ,,500,40,15,1.0,1.0,1.0,,,,,,,,,,,
182,ポリン,3,強化合成用,,火,,777,405,210,10,アーマーブレイク,炎の防壁,0,,1 ,,777,405,210,1.0,1.0,1.0,,,,,,,,,,,
183,マーリン,3,強化合成用,,水,,756,412,207,10,攻撃態勢・水,氷の防壁,0,,1 ,,756,412,207,1.0,1.0,1.0,,,,,,,,,,,
184,ポポリン,3,強化合成用,,木,,744,419,205,10,攻撃態勢・木,大樹の防壁,0,,1 ,,744,419,205,1.0,1.0,1.0,,,,,,,,,,,
185,ドロップス,3,強化合成用,,光,,732,408,201,10,攻撃態勢・光,光の防壁,0,,1 ,,732,408,201,1.0,1.0,1.0,,,,,,,,,,,
186,ゴーストリング,3,強化合成用,,闇,,722,411,203,10,毒の霧,闇の防壁,0,,1 ,,722,411,203,1.0,1.0,1.0,,,,,,,,,,,
187,ゼウス,6,神,,光,,358,243,62,40,ラース・オブ・ゴッド,パワー・オブ・ゼウス,0,35%,50 ,,1975,894,217,1.5,1.5,1.5,,,,,,,,,,,
188,覚醒ゼウス,7,神,,光,,1580,805,195,50,ラース・オブ・ゴッド,パワー・オブ・ゼウス,3,35%,99 ,,3587,1422,330,1.5,1.5,1.5,光ダメージ軽減,光ドロップ強化,攻撃強化,,,,,,,,
189,ヘラ,6,神,,闇,,343,258,24,25,ギガグラビティ,クイックブースト,0,30%,50 ,,1788,988,200,1.5,1.5,1.5,,,,,,,,,,,
190,覚醒ヘラ,7,悪魔,神,闇,,1430,889,180,30,ギガグラビティ,神の一手,3,30%,99 ,,3140,1546,308,1.5,1.5,1.5,闇ダメージ軽減,闇ドロップ強化,攻撃強化,,,,,,,,
191,パイロデビル,2,攻撃,,火,,32,105,15,5,ボム,なし,0,,15 ,,240,394,125,1.0,1.0,1.0,,,,,,,,,,,
192,パイロデーモン,3,攻撃,,火,,192,355,113,8,ボム,なし,0,,50 ,,525,1097,164,1.0,1.0,1.0,,,,,,,,,,,
193,フロストデビル,2,攻撃,,水,,34,101,16,5,ボム,なし,0,,15 ,,255,379,133,1.0,1.0,1.0,,,,,,,,,,,
194,フロストデーモン,3,攻撃,,水,,204,341,120,8,ボム,なし,0,,50 ,,533,1085,169,1.0,1.0,1.0,,,,,,,,,,,
195,タウロスデビル,2,攻撃,,木,,33,104,16,5,ボム,なし,0,,15 ,,248,390,133,1.0,1.0,1.0,,,,,,,,,,,
196,タウロスデーモン,3,攻撃,,木,,198,351,120,8,ボム,なし,0,,50 ,,542,1110,165,1.0,1.0,1.0,,,,,,,,,,,
197,ハーピィデビル,2,攻撃,,光,,31,100,16,5,ボム,なし,0,,15 ,,233,375,133,1.0,1.0,1.0,,,,,,,,,,,
198,ハーピィデーモン,3,攻撃,,光,,186,338,120,8,ボム,なし,0,,50 ,,517,1073,167,1.0,1.0,1.0,,,,,,,,,,,
199,ブラッドデビル,2,攻撃,,闇,,30,102,15,5,ボム,なし,0,,15 ,,225,383,125,1.0,1.0,1.0,,,,,,,,,,,
200,ブラッドデーモン,3,攻撃,,闇,,180,345,113,8,ボム,なし,0,,50 ,,508,1079,163,1.0,1.0,1.0,,,,,,,,,,,
201,紅蓮の女帝・エキドナ,5,回復,,火,,672,452,406,13,威嚇,煉獄,3,,99 ,,1277,949,650,1.0,0.7,0.7,暗闇耐性,回復強化,攻撃強化,,,,,,,,
202,大海の歌姫・セイレーン,5,回復,,水,,690,436,432,13,防御態勢・水,癒しの舞,3,,99 ,,1311,785,691,1.0,0.7,0.7,暗闇耐性,回復強化,自動回復,,,,,,,,
203,大樹の精霊・アルラウネ,5,回復,,木,,644,431,448,13,キュアー,癒しの舞,3,,99 ,,1224,819,717,1.0,0.7,0.7,バインド回復,自動回復,自動回復,,,,,,,,
204,天空の使徒・エンジェル,5,回復,,光,,654,415,456,13,ヒール,癒しの舞,3,,99 ,,1243,789,730,1.0,0.7,0.7,自動回復,自動回復,バインド回復,,,,,,,,
205,常夜の魔女・リリス,5,回復,悪魔,闇,,672,473,399,13,毒の霧,クイックブースト,3,,99 ,,1277,1088,638,1.0,0.7,0.7,自動回復,回復強化,操作時間延長,,,,,,,,
206,マーズライトカーバンクル,4,回復,,火,,220,110,150,8,大回復の光,癒しの祈り,2,,70 ,,990,583,450,1.0,0.7,0.7,自動回復,スキルブースト,,,,,,,,,
207,マーキュライトカーバンクル,4,回復,,水,,230,105,160,8,大回復の光,癒しの祈り,2,,70 ,,1035,557,480,1.0,0.7,0.7,自動回復,スキルブースト,,,,,,,,,
208,アースライトカーバンクル,4,回復,,木,,210,108,155,8,大回復の光,癒しの祈り,2,,70 ,,945,572,465,1.0,0.7,0.7,自動回復,スキルブースト,,,,,,,,,
209,サンライトカーバンクル,4,回復,,光,,200,100,158,8,大回復の光,癒しの祈り,2,,70 ,,900,530,474,1.0,0.7,0.7,自動回復,スキルブースト,,,,,,,,,
210,ムーンライトカーバンクル,4,回復,,闇,,190,103,152,8,大回復の光,癒しの祈り,2,,70 ,,855,546,456,1.0,0.7,0.7,自動回復,スキルブースト,,,,,,,,,
211,メテオボルケーノドラゴン,5,ドラゴン,,火,,1130,950,93,15,マグマボール,炎の防壁,3,,99 ,,2825,1330,186,1.0,1.0,1.0,火ダメージ軽減,火ダメージ軽減,スキルブースト,,,,,,,,
212,クリスタルオーロラドラゴン,5,ドラゴン,,水,,1222,903,101,15,ブリザードボール,氷の防壁,3,,99 ,,3055,1264,202,1.0,1.0,1.0,水ダメージ軽減,水ダメージ軽減,スキルブースト,,,,,,,,
213,グラビトンアースドラゴン,5,ドラゴン,,木,,1204,914,109,15,ガイアボール,大樹の防壁,3,,99 ,,3010,1280,218,1.0,1.0,1.0,木ダメージ軽減,木ダメージ軽減,スキルブースト,,,,,,,,
214,ライトニングホーリードラゴン,5,ドラゴン,,光,,1158,924,117,15,ホーリーボール,光の防壁,3,,99 ,,2895,1294,234,1.0,1.0,1.0,光ダメージ軽減,光ダメージ軽減,スキルブースト,,,,,,,,
215,カオスデビルドラゴン,5,ドラゴン,悪魔,闇,,1176,940,86,15,ヘルボール,闇の防壁,3,,99 ,,2940,1316,172,1.0,1.0,1.0,闇ダメージ軽減,闇ダメージ軽減,スキルブースト,,,,,,,,
216,緋天龍・エルドラド,6,ドラゴン,,火,,316,423,122,40,フレイムブレス,爆炎の力,2,,99 ,,1612,1816,244,1.5,1.5,1.5,火ドロップ強化,スキルブースト,,,,,,,,,
217,蒼天龍・ニライカナイ,6,ドラゴン,,水,,310,453,113,40,スプラッシュブレス,激流の力,2,,99 ,,1581,1857,226,1.5,1.5,1.5,水ドロップ強化,スキルブースト,,,,,,,,,
218,樹天龍・ホウライ,6,ドラゴン,,木,,321,440,125,40,ロックブレス,大地の力,2,,99 ,,1637,1804,250,1.5,1.5,1.5,木ドロップ強化,スキルブースト,,,,,,,,,
219,聖天龍・シャングリラ,6,ドラゴン,,光,,309,428,114,40,プラズマブレス,閃光の力,2,,99 ,,1576,1755,228,1.5,1.5,1.5,光ドロップ強化,スキルブースト,,,,,,,,,
220,夜天龍・エリュシオン,6,ドラゴン,,闇,,312,432,111,40,カースブレス,暗黒の力,2,,99 ,,1591,1771,222,1.5,1.5,1.5,闇ドロップ強化,スキルブースト,,,,,,,,,
221,ベルセルク,4,体力,,水,,72,76,9,7,攻撃態勢・水,狂戦士の怒り,0,,50 ,,1624,705,46,1.0,1.0,1.0,,,,,,,,,,,
222,蒼剣の覇王・ジークフリート,5,体力,,水,,1462,635,41,15,攻撃態勢・水,ドラゴンブラッド,0,,70 ,,2242,1207,99,1.5,1.5,1.5,,,,,,,,,,,
223,ハイランダー,4,バランス,,木,,61,68,15,7,攻撃態勢・木,戦士の誓い,0,,50 ,,906,752,165,1.0,1.0,1.0,,,,,,,,,,,
224,碧槍の英雄・クーフーリン,5,バランス,,木,,815,677,149,15,攻撃態勢・木,スカアハの祈り,0,,70 ,,1724,1286,286,1.5,1.5,1.5,,,,,,,,,,,
225,ワルキューレ,4,回復,,光,,55,67,35,7,攻撃態勢・光,戦乙女の誇り,0,,50 ,,1000,555,256,1.0,1.0,1.0,,,,,,,,,,,
226,白盾の女神・ヴァルキリー,5,回復,,光,,900,500,230,15,攻撃態勢・光,ヴァルキリーソウル,0,,70 ,,1810,1050,477,1.5,1.5,1.5,,,,,,,,,,,
227,ドラゴンフルーツ,5,進化用,,木,,300,300,300,1,なし,なし,0,,,,300,300,300,1.0,1.0,1.0,,,,,,,,,,,
228,マスターリング,5,体力,,火,,1000,500,50,50,ドロップリフレッシュ,ハイラッキー,0,,99 ,,4500,1200,200,1.5,1.5,1.5,,,,,,,,,,,
229,フェニックスナイト・ホムラ,5,バランス,,火,,1064,782,259,14,ドロップ変化・火,不死鳥の加護,3,,99 ,,2234,1173,389,1.0,1.0,1.0,2体攻撃,火ドロップ強化,HP強化,,,,,,,,
230,フェンリルナイト・カムイ,5,バランス,,水,,970,835,217,14,ドロップ変化・水,神狼の咆哮,3,,99 ,,2037,1253,326,1.0,1.0,1.0,2体攻撃,水ドロップ強化,HP強化,,,,,,,,
231,エンシェントドラゴンナイト,5,ドラゴン,,木,,1018,808,224,14,ドロップ変化・木,龍騎士の怒り,3,,99 ,,2138,1212,336,1.0,1.0,1.0,2体攻撃,木ドロップ強化,HP強化,,,,,,,,
232,天空の騎士・ヴァーチェ,5,神,バランス,光,,990,798,252,14,ドロップ変化・光,神への祈り,3,,99 ,,2079,1197,378,1.0,1.0,1.0,2体攻撃,光ドロップ強化,HP強化,,,,,,,,
233,カオスドラゴンナイト,5,ドラゴン,,闇,,1046,824,210,14,ドロップ変化・闇,龍騎士の誓い,3,,99 ,,2197,1236,315,1.0,1.0,1.0,2体攻撃,闇ドロップ強化,HP強化,,,,,,,,
234,神秘の仮面,5,進化用,,光,,300,300,300,1,なし,なし,0,,1 ,,300,300,300,1.0,1.0,1.0,,,,,,,,,,,
235,キングゴールドネッキー,5,強化合成用,,光,,832,832,832,1,ファミ通Appの怒り,ファミ通Appの加護,0,,1 ,,832,832,832,1.0,1.0,1.0,,,,,,,,,,,
236,シヴァ,5,神,,火,,826,512,44,20,第三の目,火の魂,0,,50 ,,1982,1075,92,1.5,1.5,1.5,,,,,,,,,,,
237,破壊神・シヴァ,6,神,,火,,1586,968,83,25,第三の目,爆炎の魂,4,,99 ,,3331,1452,125,1.5,1.5,1.5,操作時間延長,スキルブースト,火属性強化,火属性強化,,,,,,,
238,ラクシュミー,5,神,,水,,623,436,233,20,吸魔の光,水の魂,0,,50 ,,1308,916,489,1.5,1.5,1.5,,,,,,,,,,,
239,幸運の女神・ラクシュミー,6,神,,水,,1046,824,440,25,吸魔の光,激流の魂,4,,99 ,,2197,1236,660,1.5,1.5,1.5,スキルブースト,自動回復,バインド回復,操作時間延長,,,,,,,
240,パールヴァティー,5,神,,木,,777,478,156,20,防御態勢・木,木の魂,0,,50 ,,1632,1004,328,1.5,1.5,1.5,,,,,,,,,,,
241,金色の女神・パールヴァティー,6,神,,木,,1306,904,295,25,防御態勢・木,大地の魂,4,,99 ,,2743,1356,443,1.5,1.5,1.5,毒耐性,木ドロップ強化,2体攻撃,自動回復,,,,,,,
242,インドラ,5,神,,光,,856,482,77,20,英龍の守り,龍神の誓い,0,,50 ,,2054,1012,162,1.5,1.5,1.5,,,,,,,,,,,
243,雷霆龍・インドラ,6,神,,光,,1643,911,146,25,英龍の守り,龍神の祈り,4,,99 ,,3450,1367,219,1.5,1.5,1.5,操作時間延長,封印耐性,スキルブースト,封印耐性,,,,,,,
244,ヴリトラ,5,神,,闇,,909,467,39,20,恨みの一撃,龍神の怒り,0,,50 ,,2182,981,82,1.5,1.5,1.5,,,,,,,,,,,
245,暗黒龍・ヴリトラ,6,神,,闇,,1746,883,74,25,恨みの一撃,龍神の咆哮,4,,99 ,,3667,1325,111,1.5,1.5,1.5,闇属性強化,スキルブースト,闇属性強化,封印耐性,,,,,,,
246,ダブルビリット,5,進化用,,火,,500,500,200,1,なし,なし,0,,1 ,,500,500,200,1.0,1.0,1.0,,,,,,,,,,,
247,ダブサファリット,5,進化用,,水,,500,500,200,1,なし,なし,0,,1 ,,500,500,200,1.0,1.0,1.0,,,,,,,,,,,
248,ダブエメリット,5,進化用,,木,,500,500,200,1,なし,なし,0,,1 ,,500,500,200,1.0,1.0,1.0,,,,,,,,,,,
249,ダブトパリット,5,進化用,,光,,500,500,200,1,なし,なし,0,,1 ,,500,500,200,1.0,1.0,1.0,,,,,,,,,,,
250,ダブアメリット,5,進化用,,闇,,500,500,200,1,なし,なし,0,,1 ,,500,500,200,1.0,1.0,1.0,,,,,,,,,,,
251,ダブミスリット,6,進化用,,闇,,1000,800,300,1,なし,なし,0,,1 ,,1000,800,300,1.0,1.0,1.0,,,,,,,,,,,
252,ルビードラゴン,3,強化合成用,,火,,100,20,5,1,なし,なし,0,,1 ,,100,20,5,1.0,1.0,1.0,,,,,,,,,,,
253,ハイルビードラゴン,4,強化合成用,,火,,250,30,10,1,なし,なし,0,,1 ,,250,30,10,1.0,1.0,1.0,,,,,,,,,,,
254,キングルビードラゴン,5,強化合成用,,火,,500,40,15,1,なし,なし,0,,1 ,,500,40,15,1.0,1.0,1.0,,,,,,,,,,,
255,サファイアドラゴン,3,強化合成用,,水,,100,20,5,1,なし,なし,0,,1 ,,100,20,5,1.0,1.0,1.0,,,,,,,,,,,
256,ハイサファイアドラゴン,4,強化合成用,,水,,250,30,10,1,なし,なし,0,,1 ,,250,30,10,1.0,1.0,1.0,,,,,,,,,,,
257,キングサファイアドラゴン,5,強化合成用,,水,,500,40,15,1,なし,なし,0,,1 ,,500,40,15,1.0,1.0,1.0,,,,,,,,,,,
258,エメラルドドラゴン,3,強化合成用,,木,,100,20,5,1,なし,なし,0,,1 ,,100,20,5,1.0,1.0,1.0,,,,,,,,,,,
259,ハイエメラルドドラゴン,4,強化合成用,,木,,250,30,10,1,なし,なし,0,,1 ,,250,30,10,1.0,1.0,1.0,,,,,,,,,,,
260,キングエメラルドドラゴン,5,強化合成用,,木,,500,40,15,1,なし,なし,0,,1 ,,500,40,15,1.0,1.0,1.0,,,,,,,,,,,
261,超キングメタルドラゴン,6,強化合成用,,闇,,1000,500,100,1,なし,なし,0,,1 ,,1000,500,100,1.0,1.0,1.0,,,,,,,,,,,
262,フレイムキメラ,3,攻撃,,火,,155,286,30,7,ヒートブレス,なし,0,,25 ,,403,715,63,0.7,0.7,0.7,,,,,,,,,,,
263,マグマキマイラ,4,攻撃,,火,,322,644,57,10,マグマブレス,なし,0,,70 ,,741,1352,86,0.7,0.7,0.7,,,,,,,,,,,
264,バブルキメラ,3,攻撃,,水,,157,283,33,7,コールドブレス,なし,0,,25 ,,408,708,69,0.7,0.7,0.7,,,,,,,,,,,
265,ディープキマイラ,4,攻撃,,水,,326,637,62,10,ブリザードブレス,なし,0,,70 ,,750,1338,93,0.7,0.7,0.7,,,,,,,,,,,
266,リーフキメラ,3,攻撃,,木,,161,280,37,7,ウィンドブレス,なし,0,,25 ,,419,700,78,0.7,0.7,0.7,,,,,,,,,,,
267,フラワーキマイラ,4,攻撃,,木,,335,630,70,10,ガイアブレス,なし,0,,70 ,,771,1323,105,0.7,0.7,0.7,,,,,,,,,,,
268,ボルトキメラ,3,攻撃,,光,,150,281,35,7,フラッシュブレス,なし,0,,25 ,,390,703,74,0.7,0.7,0.7,,,,,,,,,,,
269,サンダーキマイラ,4,攻撃,,光,,312,633,67,10,ホーリーブレス,なし,0,,70 ,,718,1329,101,0.7,0.7,0.7,,,,,,,,,,,
270,ミストキメラ,3,攻撃,,闇,,159,278,31,7,ダークブレス,なし,0,,25 ,,413,695,65,0.7,0.7,0.7,,,,,,,,,,,
271,フォッグキマイラ,4,攻撃,,闇,,330,626,59,10,ヘルブレス,なし,0,,70 ,,759,1315,89,0.7,0.7,0.7,,,,,,,,,,,
272,ベビーマッチ,2,攻撃,,火,,32,105,15,5,なし,太鼓の達人！,0,,15 ,,25,325,25,0.7,0.7,0.7,,,,,,,,,,,
273,ベビーマッチプラス,3,攻撃,,火,,20,293,23,10,クイックボム,太鼓の達人！,2,,50 ,,100,1765,75,1.0,1.0,1.0,攻撃強化,攻撃強化,,,,,,,,,
274,アクマーメイド,2,回復,,水,,25,32,33,5,なし,太鼓の達人！,0,,15 ,,130,114,212,0.7,0.7,0.7,,,,,,,,,,,
275,アクマーメイドプラス,3,回復,,水,,104,103,191,10,キュアー,太鼓の達人！,2,,50 ,,386,289,765,1.0,1.0,1.0,回復強化,水ダメージ軽減,,,,,,,,,
276,ごぶがりゴブリン,2,体力,,木,,82,79,0,5,なし,太鼓の達人！,0,,15 ,,632,189,0,0.7,0.7,0.7,,,,,,,,,,,
277,ごぶがりゴブリンプラス,3,体力,,木,,506,170,0,10,鉄壁の構え,太鼓の達人！,2,,50 ,,2765,342,0,1.0,1.0,1.0,HP強化,木ダメージ軽減,,,,,,,,,
278,音符のしにがみ,2,バランス,,闇,,45,46,22,5,なし,太鼓の達人！,0,,15 ,,222,222,66,0.7,0.7,0.7,,,,,,,,,,,
279,音符のしにがみプラス,3,バランス,,闇,,178,200,59,10,毒の霧,太鼓の達人！,2,,50 ,,765,765,222,1.0,1.0,1.0,攻撃強化,闇ダメージ軽減,,,,,,,,,
280,どんちゃん,3,回復,,光,,208,77,60,5,ヒール,太鼓の達人！,0,,50 ,,1224,235,400,1.0,1.0,1.0,,,,,,,,,,,
281,勇者どんちゃん,4,回復,,光,,208,77,60,10,ヒール,太鼓の達人！,0,,70 ,,765,357,365,1.0,1.0,1.0,,,,,,,,,,,
282,勇者どんちゃんプラス,5,回復,,光,,612,321,329,15,ヒール,太鼓の達人！,2,,99 ,,1765,555,765,1.0,1.0,1.0,自動回復,バインド耐性,,,,,,,,,
283,砲炎機龍・ベテルギウス,6,ドラゴン,,火,,1595,757,30,50,ブラストカノン,爆炎の力,2,,99 ,,4307,1590,105,1.0,1.0,1.0,火ドロップ強化,スキルブースト,,,,,,,,,
284,氷砕機龍・アルデバラン,6,ドラゴン,,水,,1610,748,32,50,ブリザードカノン,激流の力,2,,99 ,,4347,1571,112,1.0,1.0,1.0,水ドロップ強化,スキルブースト,,,,,,,,,
285,旋風機龍・カノープス,6,ドラゴン,,木,,1528,739,34,50,トルネードカノン,大地の力,2,,99 ,,4126,1552,119,1.0,1.0,1.0,木ドロップ強化,スキルブースト,,,,,,,,,
286,皇爪機龍・レグルス,6,ドラゴン,,光,,1503,730,36,50,プラズマカノン,閃光の力,2,,99 ,,4058,1533,126,1.0,1.0,1.0,光ドロップ強化,スキルブースト,,,,,,,,,
287,殲滅機龍・ハダル,6,ドラゴン,,闇,,1488,766,28,50,グラビティカノン,暗黒の力,2,,99 ,,4018,1609,98,1.0,1.0,1.0,闇ドロップ強化,スキルブースト,,,,,,,,,
288,ドラール,3,ドラゴン,,火,,205,83,50,5,防御態勢・火,火と木の守り,0,,15 ,,431,166,100,1.0,1.0,1.0,,,,,,,,,,,
289,アグドラール,4,ドラゴン,,火,,345,149,90,10,防御態勢・火,火と木の守り,0,,35 ,,725,373,180,1.0,1.0,1.0,,,,,,,,,,,
290,フレアドラール,5,ドラゴン,,火,,580,336,162,15,防御態勢・火,炎樹の防壁,3,,99 ,,2146,840,324,1.0,1.5,1.5,木ダメージ軽減,木ダメージ軽減,バインド耐性,,,,,,,,
291,シャードラ,3,ドラゴン,,水,,210,85,48,5,防御態勢・水,水と火の守り,0,,15 ,,441,170,96,1.0,1.0,1.0,,,,,,,,,,,
292,シャードラン,4,ドラゴン,,水,,353,153,86,10,防御態勢・水,水と火の守り,0,,35 ,,741,383,172,1.0,1.0,1.0,,,,,,,,,,,
293,メガロドラン,5,ドラゴン,,水,,593,345,155,15,防御態勢・水,氷炎の防壁,3,,99 ,,2194,863,310,1.0,1.5,1.5,火ダメージ軽減,火ダメージ軽減,バインド耐性,,,,,,,,
294,トイトプス,3,ドラゴン,,木,,230,80,46,5,防御態勢・木,木と水の守り,0,,15 ,,483,160,92,1.0,1.0,1.0,,,,,,,,,,,
295,トイケラトプス,4,ドラゴン,,木,,386,144,83,10,防御態勢・木,木と水の守り,0,,35 ,,811,360,166,1.0,1.0,1.0,,,,,,,,,,,
296,フォートトイトプス,5,ドラゴン,,木,,649,324,149,15,防御態勢・木,樹氷の防壁,3,,99 ,,2401,810,298,1.0,1.5,1.5,水ダメージ軽減,水ダメージ軽減,バインド耐性,,,,,,,,
297,フェリオ,3,ドラゴン,,光,,257,94,71,5,防御態勢・光,光と木の守り,0,,15 ,,437,154,111,1.0,1.0,1.0,,,,,,,,,,,
298,フェアリオン,4,ドラゴン,,光,,350,139,100,10,防御態勢・光,光と木の守り,0,,35 ,,735,348,200,1.0,1.0,1.0,,,,,,,,,,,
299,エンジェリオン,5,ドラゴン,,光,,588,313,180,15,防御態勢・光,聖樹の防壁,3,,99 ,,2176,783,360,1.0,1.5,1.5,闇ダメージ軽減,闇ダメージ軽減,バインド耐性,,,,,,,,
300,ピエドラ,3,ドラゴン,,闇,,200,82,55,5,防御態勢・闇,闇と水の守り,0,,15 ,,420,164,105,1.0,1.0,1.0,,,,,,,,,,,
301,ピエドラウン,4,ドラゴン,,闇,,336,148,95,10,防御態勢・闇,闇と水の守り,0,,35 ,,706,370,190,1.0,1.0,1.0,,,,,,,,,,,
302,ドラウンジョーカー,5,ドラゴン,悪魔,闇,,565,333,171,15,防御態勢・闇,魔氷の防壁,3,,99 ,,2091,833,342,1.0,1.5,1.5,光ダメージ軽減,光ダメージ軽減,バインド耐性,,,,,,,,
303,ホノペンドラ,2,強化合成用,,火,,86,90,63,4,なし,なし,0,,10 ,,258,180,126,0.7,0.7,0.7,,,,,,,,,,,
304,ルビペンドラ,3,強化合成用,,火,,387,270,189,5,なし,なし,0,,1 ,,387,270,189,1.0,1.0,1.0,,,,,,,,,,,
305,ペンペンドラ,2,強化合成用,,水,,83,95,60,4,なし,なし,0,,10 ,,249,190,120,0.7,0.7,0.7,,,,,,,,,,,
306,サファペンドラ,3,強化合成用,,水,,374,285,180,5,なし,なし,0,,1 ,,374,285,180,1.0,1.0,1.0,,,,,,,,,,,
307,ジュペンドラ,2,強化合成用,,木,,80,92,66,4,なし,なし,0,,10 ,,240,184,132,0.7,0.7,0.7,,,,,,,,,,,
308,エメペンドラ,3,強化合成用,,木,,360,276,198,5,なし,なし,0,,1 ,,360,276,198,1.0,1.0,1.0,,,,,,,,,,,
309,超キングゴールドドラゴン,6,強化合成用,,光,,1000,500,100,1,なし,なし,0,,1 ,,1000,500,100,1.0,1.0,1.0,,,,,,,,,,,
310,氷のサムライオーガ,4,体力,悪魔,火,水,504,284,5,11,フリーズストライク,根性,2,,50 ,,1875,888,8,1.0,1.0,1.0,スキルブースト,スキルブースト,,,,,,,,,
311,樹のサムライオーガ,4,体力,悪魔,火,木,504,284,5,11,ロックストライク,根性,2,,50 ,,1875,888,8,1.0,1.0,1.0,スキルブースト,スキルブースト,,,,,,,,,
312,炎のアイスオーガ,4,体力,悪魔,水,火,498,277,5,11,フレイムストライク,根性,2,,50 ,,2000,875,8,1.0,1.0,1.0,スキルブースト,スキルブースト,,,,,,,,,
313,樹のアイスオーガ,4,体力,悪魔,水,木,498,277,5,11,ロックストライク,根性,2,,50 ,,2000,875,8,1.0,1.0,1.0,スキルブースト,スキルブースト,,,,,,,,,
314,炎のアーマーオーガ,4,体力,悪魔,木,火,492,266,5,11,フレイムストライク,根性,2,,50 ,,1938,856,8,1.0,1.0,1.0,スキルブースト,スキルブースト,,,,,,,,,
315,氷のアーマーオーガ,4,体力,悪魔,木,水,492,266,5,11,フリーズストライク,根性,2,,50 ,,1938,856,8,1.0,1.0,1.0,スキルブースト,スキルブースト,,,,,,,,,
316,炎の機神兵・ヨトゥン,5,体力,,火,,2114,704,3,17,防御の構え,ブレイズカウンター,3,,99 ,,5074,915,6,1.0,1.0,1.0,火ドロップ強化,バインド耐性,スキルブースト,,,,,,,,
317,水の機神兵・ミズガルズ,5,体力,,水,,2128,689,4,17,防御の構え,フリーズカウンター,3,,99 ,,5107,896,8,1.0,1.0,1.0,水ドロップ強化,バインド耐性,スキルブースト,,,,,,,,
